,key,type,label
13420,clueweb12-0000tw-00-00218,PERSON,Bourne
13421,clueweb12-0000tw-00-00218,CARDINAL,4
13422,clueweb12-0000tw-00-00218,PERSON,Lilyhammer
13423,clueweb12-0000tw-00-00218,PERSON,Silvio Goes
13424,clueweb12-0000tw-00-00218,GPE,Norway
13425,clueweb12-0000tw-00-00218,PERSON,Viola Davis
13426,clueweb12-0000tw-00-00218,PERSON,Janet McTeer
13427,clueweb12-0000tw-00-00218,ORG,ALBERT NOBBS Press Play
13428,clueweb12-0000tw-00-00218,CARDINAL,9
13429,clueweb12-0000tw-00-00218,PERSON,Clooney
13430,clueweb12-0000tw-00-00218,PERSON,Payne Talk
13431,clueweb12-0000tw-00-00218,WORK_OF_ART,Oscar Nominee Lunch
13432,clueweb12-0000tw-00-00218,GPE,Hollywood
13433,clueweb12-0000tw-00-00218,CARDINAL,12
13434,clueweb12-0000tw-00-00218,PERSON,Eric Kohn Hope
13435,clueweb12-0000tw-00-00218,PERSON,James Leonard
13436,clueweb12-0000tw-00-00218,PERSON,Peter Bogdanovich
13437,clueweb12-0000tw-00-00218,PERSON,Sydney Levine
13438,clueweb12-0000tw-00-00218,ORG,The Playlist Thompson
13439,clueweb12-0000tw-00-00218,ORG,Hollywood Women
13440,clueweb12-0000tw-00-00218,ORG,SnagFilms Co.
13441,clueweb12-0000tw-00-00219,CARDINAL,5
13442,clueweb12-0000tw-00-00219,EVENT,The Playlist Awards Features News Interviews Reviews 5 Songs
13443,clueweb12-0000tw-00-00219,WORK_OF_ART,Been Nominated For ... Review:
13444,clueweb12-0000tw-00-00219,WORK_OF_ART,Safe House
13445,clueweb12-0000tw-00-00219,WORK_OF_ART,An Intense
13446,clueweb12-0000tw-00-00219,PERSON,Bela Tarr's
13447,clueweb12-0000tw-00-00219,PERSON,Swan Song '
13448,clueweb12-0000tw-00-00219,GPE,Turin
13449,clueweb12-0000tw-00-00219,ORG,Ryan Reynolds & Denzel
13450,clueweb12-0000tw-00-00219,GPE,Washington
13451,clueweb12-0000tw-00-00219,PERSON,Oren Moverman
13452,clueweb12-0000tw-00-00219,DATE,2012
13453,clueweb12-0000tw-00-00219,WORK_OF_ART,"A Step In The Right Direction ... Review: 'Chronicle' Is Clever, Refreshin ... Review: 'The Woman In Black' A Smart"
13454,clueweb12-0000tw-00-00219,PERSON,Jane Goldman
13455,clueweb12-0000tw-00-00219,PERSON,Eisner Award-Winning
13456,clueweb12-0000tw-00-00219,PERSON,The Lack Of Women In Creative
13457,clueweb12-0000tw-00-00219,PERSON,Lenny
13458,clueweb12-0000tw-00-00219,PERSON,Nicolas Winding Refn
13459,clueweb12-0000tw-00-00219,PERSON,Mary Elizabeth Winstead Talks '
13460,clueweb12-0000tw-00-00219,PERSON,Simon Killer'
13461,clueweb12-0000tw-00-00219,WORK_OF_ART,"Crew Talks Sociopaths, Sex"
13462,clueweb12-0000tw-00-00219,WORK_OF_ART,Talk The Music
13463,clueweb12-0000tw-00-00219,PERSON,Kristen
13464,clueweb12-0000tw-00-00219,PERSON,Joe Berlinger Talks '
13465,clueweb12-0000tw-00-00219,GPE,Memphis
13466,clueweb12-0000tw-00-00219,WORK_OF_ART,'The Surrogate'
13467,clueweb12-0000tw-00-00219,PERSON,Clarke Peters
13468,clueweb12-0000tw-00-00219,PERSON,Nate Parker
13469,clueweb12-0000tw-00-00219,PERSON,Red Hook
13470,clueweb12-0000tw-00-00219,CARDINAL,12
13471,clueweb12-0000tw-00-00219,CARDINAL,5
13472,clueweb12-0000tw-00-00219,PERSON,Oliver Lyttelton
13473,clueweb12-0000tw-00-00219,DATE,Feb 08
13474,clueweb12-0000tw-00-00219,TIME,12:57:04 EST
13475,clueweb12-0000tw-00-00219,DATE,2012
13476,clueweb12-0000tw-00-00219,CARDINAL,12
13477,clueweb12-0000tw-00-00219,TIME,the finest hour of the Oscars
13478,clueweb12-0000tw-00-00219,ORG,the Academy Awards
13479,clueweb12-0000tw-00-00219,DATE,this year
13480,clueweb12-0000tw-00-00219,ORDINAL,First
13481,clueweb12-0000tw-00-00219,CARDINAL,only two
13482,clueweb12-0000tw-00-00219,WORK_OF_ART,Man or Muppet
13483,clueweb12-0000tw-00-00219,WORK_OF_ART,The Muppets
13484,clueweb12-0000tw-00-00219,WORK_OF_ART,Real In Rio
13485,clueweb12-0000tw-00-00219,WORK_OF_ART,Rio
13486,clueweb12-0000tw-00-00219,DATE,the start of this week
13487,clueweb12-0000tw-00-00219,PERSON,Oscar
13488,clueweb12-0000tw-00-00219,TIME,three hours
13489,clueweb12-0000tw-00-00219,CARDINAL,two
13490,clueweb12-0000tw-00-00219,PERSON,Bj rk
13491,clueweb12-0000tw-00-00219,WORK_OF_ART,Dancer in the Dark
13492,clueweb12-0000tw-00-00219,PERSON,Robin Williams
13493,clueweb12-0000tw-00-00219,NORP,mounties
13494,clueweb12-0000tw-00-00219,GPE,Canada
13495,clueweb12-0000tw-00-00219,PERSON,Glen Hansard
13496,clueweb12-0000tw-00-00219,GPE,Marketa Inglova
13497,clueweb12-0000tw-00-00219,WORK_OF_ART,Falling Slowly
13498,clueweb12-0000tw-00-00219,DATE,this year
13499,clueweb12-0000tw-00-00219,DATE,two years ago
13500,clueweb12-0000tw-00-00219,ORG,Academy
13501,clueweb12-0000tw-00-00219,CARDINAL,8.25
13502,clueweb12-0000tw-00-00219,CARDINAL,two
13503,clueweb12-0000tw-00-00219,DATE,this year
13504,clueweb12-0000tw-00-00219,DATE,future years
13505,clueweb12-0000tw-00-00219,CARDINAL,two
13506,clueweb12-0000tw-00-00219,CARDINAL,five
13507,clueweb12-0000tw-00-00219,ORG,the Academy Awards
13508,clueweb12-0000tw-00-00219,ORDINAL,first
13509,clueweb12-0000tw-00-00219,WORK_OF_ART,Real In Rio
13510,clueweb12-0000tw-00-00219,WORK_OF_ART,"Life's A Happy Song"" - Jason Segel"
13511,clueweb12-0000tw-00-00219,PERSON,Amy Adams
13512,clueweb12-0000tw-00-00219,ORG,"Walter, Feist & Mickey"
13513,clueweb12-0000tw-00-00219,WORK_OF_ART,"""The Muppets"
13514,clueweb12-0000tw-00-00219,CARDINAL,one
13515,clueweb12-0000tw-00-00219,WORK_OF_ART,"""Man Or Muppet"
13516,clueweb12-0000tw-00-00219,WORK_OF_ART,"""Life's A Happy Song,"
13517,clueweb12-0000tw-00-00219,PERSON,Bret McKenzie
13518,clueweb12-0000tw-00-00219,PERSON,Amy Adams
13519,clueweb12-0000tw-00-00219,DATE,91-year-old
13520,clueweb12-0000tw-00-00219,PERSON,Mickey Rooney
13521,clueweb12-0000tw-00-00219,WORK_OF_ART,"Hiding Tonight"" - Alex Turner"
13522,clueweb12-0000tw-00-00219,ORG,The Weinstein Company
13523,clueweb12-0000tw-00-00219,LOC,Arctic Monkeys
13524,clueweb12-0000tw-00-00219,PERSON,Alex Turner
13525,clueweb12-0000tw-00-00219,CARDINAL,six
13526,clueweb12-0000tw-00-00219,PERSON,Richard Ayoade 's
13527,clueweb12-0000tw-00-00219,DATE,this year
13528,clueweb12-0000tw-00-00219,PERSON,Turner
13529,clueweb12-0000tw-00-00219,CARDINAL,26
13530,clueweb12-0000tw-00-00219,PERSON,"Sharon Van Etten ""Win"
13531,clueweb12-0000tw-00-00219,ORG,Playlist
13532,clueweb12-0000tw-00-00219,ORG,National
13533,clueweb12-0000tw-00-00219,PERSON,Springsteen
13534,clueweb12-0000tw-00-00219,PERSON,Tom McCarthy 's
13535,clueweb12-0000tw-00-00219,WORK_OF_ART,Win Win
13536,clueweb12-0000tw-00-00219,CARDINAL,95
13537,clueweb12-0000tw-00-00219,GPE,Brooklyn
13538,clueweb12-0000tw-00-00219,PERSON,Sharon Van Etten
13539,clueweb12-0000tw-00-00219,DATE,these days
13540,clueweb12-0000tw-00-00219,PERSON,Hanna
13541,clueweb12-0000tw-00-00219,WORK_OF_ART,"- The Chemical Brothers ft. Stephanie Dosen ""Hanna"
13542,clueweb12-0000tw-00-00219,ORG,Chemical Brothers'
13543,clueweb12-0000tw-00-00219,PERSON,Joe Wright 's
13544,clueweb12-0000tw-00-00219,PERSON,Hanna
13545,clueweb12-0000tw-00-00219,PERSON,Stephanie Dosen
13546,clueweb12-0000tw-00-00219,PERSON,Ben Nichols
13547,clueweb12-0000tw-00-00219,WORK_OF_ART,Take Shelter
13548,clueweb12-0000tw-00-00219,WORK_OF_ART,the Best Original Song
13549,clueweb12-0000tw-00-00219,WORK_OF_ART,Shelter
13550,clueweb12-0000tw-00-00219,PERSON,Ben Nichols
13551,clueweb12-0000tw-00-00219,GPE,Memphis
13552,clueweb12-0000tw-00-00219,PERSON,Lucero
13553,clueweb12-0000tw-00-00219,DATE,only two years
13554,clueweb12-0000tw-00-00219,WORK_OF_ART,The Weary Kind
13555,clueweb12-0000tw-00-00219,WORK_OF_ART,Crazy Heart
13556,clueweb12-0000tw-00-00219,WORK_OF_ART,Oscar
13557,clueweb12-0000tw-00-00219,DATE,last year
13558,clueweb12-0000tw-00-00219,WORK_OF_ART,Country Strong
13559,clueweb12-0000tw-00-00219,WORK_OF_ART,Country Strong
13560,clueweb12-0000tw-00-00219,PERSON,Nichols
13561,clueweb12-0000tw-00-00219,PERSON,Mary J. Blige
13562,clueweb12-0000tw-00-00219,PERSON,Chris Cornell
13563,clueweb12-0000tw-00-00219,PERSON,Michael Shannon
13564,clueweb12-0000tw-00-00219,PERSON,Worthy
13565,clueweb12-0000tw-00-00219,WORK_OF_ART,Star Spangled Man
13566,clueweb12-0000tw-00-00219,WORK_OF_ART,Captain America: The First Avenger
13567,clueweb12-0000tw-00-00219,PERSON,Alan Menken
13568,clueweb12-0000tw-00-00219,PERSON,Zaz
13569,clueweb12-0000tw-00-00219,WORK_OF_ART,Coeur Valant
13570,clueweb12-0000tw-00-00219,EVENT,Hugo
13571,clueweb12-0000tw-00-00219,NORP,French
13572,clueweb12-0000tw-00-00219,PERSON,Elvis Costello
13573,clueweb12-0000tw-00-00219,WORK_OF_ART,Winnie The Pooh
13574,clueweb12-0000tw-00-00219,WORK_OF_ART,Real In Rio
13575,clueweb12-0000tw-00-00219,WORK_OF_ART,Rio
13576,clueweb12-0000tw-00-00219,WORK_OF_ART,Pretty Bird
13577,clueweb12-0000tw-00-00219,PERSON,Nigel
13578,clueweb12-0000tw-00-00219,PERSON,Jemaine Clement
13579,clueweb12-0000tw-00-00219,CARDINAL,two
13580,clueweb12-0000tw-00-00219,PRODUCT,Flight of the
13581,clueweb12-0000tw-00-00219,ORG,Conchords
13582,clueweb12-0000tw-00-00219,CARDINAL,Three
13583,clueweb12-0000tw-00-00219,WORK_OF_ART,It's Hard Out There For A Pimp
13584,clueweb12-0000tw-00-00219,WORK_OF_ART,"Get That Snitch"""
13585,clueweb12-0000tw-00-00219,WORK_OF_ART,Attack the Block
13586,clueweb12-0000tw-00-00219,ORG,Academy Awards
13587,clueweb12-0000tw-00-00219,PERSON,Alex Turner
13588,clueweb12-0000tw-00-00219,PERSON,Win Win
13589,clueweb12-0000tw-00-00219,ORG,The Chemical Brothers
13590,clueweb12-0000tw-00-00219,PERSON,Hanna
13591,clueweb12-0000tw-00-00219,CARDINAL,13
13592,clueweb12-0000tw-00-00219,PERSON,Rik Thu
13593,clueweb12-0000tw-00-00219,DATE,Feb 09
13594,clueweb12-0000tw-00-00219,TIME,18:07:40 EST
13595,clueweb12-0000tw-00-00219,DATE,2012
13596,clueweb12-0000tw-00-00219,PERSON,Zaz
13597,clueweb12-0000tw-00-00219,WORK_OF_ART,Coeur Valant
13598,clueweb12-0000tw-00-00219,EVENT,Hugo
13599,clueweb12-0000tw-00-00219,DATE,year
13600,clueweb12-0000tw-00-00219,PERSON,andrea Thu Feb
13601,clueweb12-0000tw-00-00219,TIME,15:24:34 EST
13602,clueweb12-0000tw-00-00219,DATE,2012
13603,clueweb12-0000tw-00-00219,CARDINAL,2
13604,clueweb12-0000tw-00-00219,DATE,this year
13605,clueweb12-0000tw-00-00219,PERSON,Madonna
13606,clueweb12-0000tw-00-00219,WORK_OF_ART,Masterpiece
13607,clueweb12-0000tw-00-00219,GPE,W.E.
13608,clueweb12-0000tw-00-00219,ORG,the Golden Globe
13609,clueweb12-0000tw-00-00219,DATE,Thu Feb 09
13610,clueweb12-0000tw-00-00219,TIME,08:41:33
13611,clueweb12-0000tw-00-00219,DATE,2012
13612,clueweb12-0000tw-00-00219,PERSON,god
13613,clueweb12-0000tw-00-00219,PERSON,ben
13614,clueweb12-0000tw-00-00219,DATE,Feb 08
13615,clueweb12-0000tw-00-00219,TIME,18:02:59 EST
13616,clueweb12-0000tw-00-00219,DATE,2012
13617,clueweb12-0000tw-00-00219,DATE,Feb 08
13618,clueweb12-0000tw-00-00219,DATE,16:44:30
13619,clueweb12-0000tw-00-00219,DATE,2012
13620,clueweb12-0000tw-00-00219,PERSON,Alex Turner
13621,clueweb12-0000tw-00-00219,DATE,Feb 08
13622,clueweb12-0000tw-00-00219,TIME,16:38:25 EST
13623,clueweb12-0000tw-00-00219,DATE,2012
13624,clueweb12-0000tw-00-00219,PERSON,Alex Turner
13625,clueweb12-0000tw-00-00219,WORK_OF_ART,"It's Hard To Get Around The Wind"""
13626,clueweb12-0000tw-00-00219,WORK_OF_ART,Life's A Happy
13627,clueweb12-0000tw-00-00219,PERSON,Bruno Mars
13628,clueweb12-0000tw-00-00219,DATE,modern day
13629,clueweb12-0000tw-00-00219,PERSON,Marvin Gaye
13630,clueweb12-0000tw-00-00219,DATE,Feb 08
13631,clueweb12-0000tw-00-00219,DATE,2012
13632,clueweb12-0000tw-00-00219,WORK_OF_ART,Life's A Happy Song
13633,clueweb12-0000tw-00-00219,PERSON,Muppets
13634,clueweb12-0000tw-00-00219,DATE,WEEKS
13635,clueweb12-0000tw-00-00219,PERSON,cirkusfolk
13636,clueweb12-0000tw-00-00219,DATE,Feb 08
13637,clueweb12-0000tw-00-00219,TIME,15:36:02 EST
13638,clueweb12-0000tw-00-00219,DATE,2012
13639,clueweb12-0000tw-00-00219,WORK_OF_ART,Love The National
13640,clueweb12-0000tw-00-00219,GPE,Berlin
13641,clueweb12-0000tw-00-00219,DATE,Feb 08
13642,clueweb12-0000tw-00-00219,TIME,14:17:32 EST
13643,clueweb12-0000tw-00-00219,DATE,2012
13644,clueweb12-0000tw-00-00219,DATE,Feb 08
13645,clueweb12-0000tw-00-00219,DATE,2012
13646,clueweb12-0000tw-00-00219,PERSON,Brap
13647,clueweb12-0000tw-00-00219,PERSON,Nik Grape
13648,clueweb12-0000tw-00-00219,DATE,Feb 08
13649,clueweb12-0000tw-00-00219,TIME,13:36:31 EST
13650,clueweb12-0000tw-00-00219,DATE,2012
13651,clueweb12-0000tw-00-00219,PERSON,Grammys
13652,clueweb12-0000tw-00-00219,PERSON,Benjamin
13653,clueweb12-0000tw-00-00219,DATE,Feb 08
13654,clueweb12-0000tw-00-00219,DATE,13:18:53
13655,clueweb12-0000tw-00-00219,DATE,2012
13656,clueweb12-0000tw-00-00219,PERSON,Ben Nichols
13657,clueweb12-0000tw-00-00219,FAC,Kodak Theatre
13658,clueweb12-0000tw-00-00219,PERSON,Jacob Thu Feb
13659,clueweb12-0000tw-00-00219,TIME,14:36:07 EST
13660,clueweb12-0000tw-00-00219,DATE,2012
13661,clueweb12-0000tw-00-00219,PRODUCT,Oscars
13662,clueweb12-0000tw-00-00219,ORG,The Playlist
13663,clueweb12-0000tw-00-00219,DATE,every day
13664,clueweb12-0000tw-00-00219,DATE,Monthly
13665,clueweb12-0000tw-00-00219,DATE,February 2012
13666,clueweb12-0000tw-00-00219,DATE,January 2012
13667,clueweb12-0000tw-00-00219,DATE,600 December 2011
13668,clueweb12-0000tw-00-00219,DATE,November 2011
13669,clueweb12-0000tw-00-00219,DATE,October 2011 571
13670,clueweb12-0000tw-00-00219,DATE,September 2011
13671,clueweb12-0000tw-00-00219,PERSON,James Franco
13672,clueweb12-0000tw-00-00219,WORK_OF_ART,Johnny Depp To Produce Film Based
13673,clueweb12-0000tw-00-00219,CARDINAL,52
13674,clueweb12-0000tw-00-00219,PERSON,Mel Gibson's
13675,clueweb12-0000tw-00-00219,WORK_OF_ART,Latest Film Goes Straight
13676,clueweb12-0000tw-00-00219,CARDINAL,50
13677,clueweb12-0000tw-00-00219,PERSON,Jeremy Renner Becomes
13678,clueweb12-0000tw-00-00219,CARDINAL,36
13679,clueweb12-0000tw-00-00219,PRODUCT,SBIFF
13680,clueweb12-0000tw-00-00219,CARDINAL,12
13681,clueweb12-0000tw-00-00219,PERSON,Samsara
13682,clueweb12-0000tw-00-00219,PERSON,Mark Magidson
13683,clueweb12-0000tw-00-00219,CARDINAL,25
13684,clueweb12-0000tw-00-00219,CARDINAL,24
13685,clueweb12-0000tw-00-00219,PERSON,Michael Showalter
13686,clueweb12-0000tw-00-00219,NORP,Wet Hot American
13687,clueweb12-0000tw-00-00219,PERSON,Ben Gazzara
13688,clueweb12-0000tw-00-00219,DATE,1930-2012
13689,clueweb12-0000tw-00-00219,DATE,19
13690,clueweb12-0000tw-00-00219,PERSON,Natalie Portman
13691,clueweb12-0000tw-00-00219,PERSON,Terrence Malick's
13692,clueweb12-0000tw-00-00219,ORG,The Network Ryan Reynolds & Denzel
13693,clueweb12-0000tw-00-00219,PERSON,Bourne
13694,clueweb12-0000tw-00-00219,CARDINAL,4
13695,clueweb12-0000tw-00-00219,PERSON,Lilyhammer
13696,clueweb12-0000tw-00-00219,PERSON,Silvio Goes
13697,clueweb12-0000tw-00-00219,GPE,Norway
13698,clueweb12-0000tw-00-00219,PERSON,Viola Davis
13699,clueweb12-0000tw-00-00219,PERSON,Janet McTeer
13700,clueweb12-0000tw-00-00219,ORG,ALBERT NOBBS Press Play
13701,clueweb12-0000tw-00-00219,CARDINAL,9
13702,clueweb12-0000tw-00-00219,PERSON,Clooney
13703,clueweb12-0000tw-00-00219,PERSON,Payne Talk
13704,clueweb12-0000tw-00-00219,WORK_OF_ART,Oscar Nominee Lunch
13705,clueweb12-0000tw-00-00219,GPE,Hollywood
13706,clueweb12-0000tw-00-00219,CARDINAL,12
13707,clueweb12-0000tw-00-00219,PERSON,Eric Kohn Hope
13708,clueweb12-0000tw-00-00219,PERSON,James Leonard
13709,clueweb12-0000tw-00-00219,PERSON,Peter Bogdanovich
13710,clueweb12-0000tw-00-00219,PERSON,Sydney Levine
13711,clueweb12-0000tw-00-00219,ORG,The Playlist Thompson
13712,clueweb12-0000tw-00-00219,ORG,Hollywood Women
13713,clueweb12-0000tw-00-00219,ORG,SnagFilms Co.
13714,clueweb12-0000tw-00-00220,ORG,Lionsgate
13715,clueweb12-0000tw-00-00220,PERSON,Stephenie Meyer
13716,clueweb12-0000tw-00-00220,WORK_OF_ART,The Book The Playlist Indiewire Browse
13717,clueweb12-0000tw-00-00220,ORG,indiewire
13718,clueweb12-0000tw-00-00220,EVENT,The Playlist Awards Features News Interviews Reviews 5 Songs
13719,clueweb12-0000tw-00-00220,WORK_OF_ART,Been Nominated For ... Review:
13720,clueweb12-0000tw-00-00220,WORK_OF_ART,Safe House
13721,clueweb12-0000tw-00-00220,WORK_OF_ART,An Intense
13722,clueweb12-0000tw-00-00220,PERSON,Bela Tarr's
13723,clueweb12-0000tw-00-00220,PERSON,Swan Song '
13724,clueweb12-0000tw-00-00220,GPE,Turin
13725,clueweb12-0000tw-00-00220,ORG,Ryan Reynolds & Denzel
13726,clueweb12-0000tw-00-00220,GPE,Washington
13727,clueweb12-0000tw-00-00220,PERSON,Oren Moverman
13728,clueweb12-0000tw-00-00220,DATE,2012
13729,clueweb12-0000tw-00-00220,WORK_OF_ART,"A Step In The Right Direction ... Review: 'Chronicle' Is Clever, Refreshin ... Review: 'The Woman In Black' A Smart"
13730,clueweb12-0000tw-00-00220,PERSON,Jane Goldman
13731,clueweb12-0000tw-00-00220,PERSON,Eisner Award-Winning
13732,clueweb12-0000tw-00-00220,PERSON,The Lack Of Women In Creative
13733,clueweb12-0000tw-00-00220,PERSON,Lenny
13734,clueweb12-0000tw-00-00220,PERSON,Nicolas Winding Refn
13735,clueweb12-0000tw-00-00220,PERSON,Mary Elizabeth Winstead Talks '
13736,clueweb12-0000tw-00-00220,PERSON,Simon Killer'
13737,clueweb12-0000tw-00-00220,WORK_OF_ART,"Crew Talks Sociopaths, Sex"
13738,clueweb12-0000tw-00-00220,WORK_OF_ART,Talk The Music
13739,clueweb12-0000tw-00-00220,PERSON,Kristen
13740,clueweb12-0000tw-00-00220,PERSON,Joe Berlinger Talks '
13741,clueweb12-0000tw-00-00220,GPE,Memphis
13742,clueweb12-0000tw-00-00220,WORK_OF_ART,'The Surrogate'
13743,clueweb12-0000tw-00-00220,PERSON,Clarke Peters
13744,clueweb12-0000tw-00-00220,PERSON,Nate Parker
13745,clueweb12-0000tw-00-00220,PERSON,Red Hook
13746,clueweb12-0000tw-00-00220,CARDINAL,0
13747,clueweb12-0000tw-00-00220,ORG,Lionsgate
13748,clueweb12-0000tw-00-00220,PERSON,Stephenie Meyer
13749,clueweb12-0000tw-00-00220,WORK_OF_ART,The Book News
13750,clueweb12-0000tw-00-00220,PERSON,Kevin Jagernauth
13751,clueweb12-0000tw-00-00220,DATE,Fri Feb 10
13752,clueweb12-0000tw-00-00220,DATE,10:55:42
13753,clueweb12-0000tw-00-00220,DATE,2012
13754,clueweb12-0000tw-00-00220,WORK_OF_ART,Breaking Dawn Part 1
13755,clueweb12-0000tw-00-00220,WORK_OF_ART,Summit Keep hope alive Bella
13756,clueweb12-0000tw-00-00220,ORG,RPatz
13757,clueweb12-0000tw-00-00220,PERSON,Stephenie Meyer
13758,clueweb12-0000tw-00-00220,ORG,Lionsgate
13759,clueweb12-0000tw-00-00220,ORG,Summit
13760,clueweb12-0000tw-00-00220,WORK_OF_ART,Twilight
13761,clueweb12-0000tw-00-00220,DATE,Last month
13762,clueweb12-0000tw-00-00220,ORG,Lionsgate
13763,clueweb12-0000tw-00-00220,PERSON,Jon Feltheimer
13764,clueweb12-0000tw-00-00220,WORK_OF_ART,' Breaking Dawn Part 2 '
13765,clueweb12-0000tw-00-00220,DATE,this fall
13766,clueweb12-0000tw-00-00220,ORG,Lionsgate motion
13767,clueweb12-0000tw-00-00220,PERSON,Rob Friedman
13768,clueweb12-0000tw-00-00220,ORG,THR
13769,clueweb12-0000tw-00-00220,ORDINAL,6th
13770,clueweb12-0000tw-00-00220,PERSON,Meyer
13771,clueweb12-0000tw-00-00220,PERSON,Messageboards
13772,clueweb12-0000tw-00-00220,ORG,Lionsgate
13773,clueweb12-0000tw-00-00220,ORG,Summit
13774,clueweb12-0000tw-00-00220,MONEY,over $1 billion
13775,clueweb12-0000tw-00-00220,ORG,the box office
13776,clueweb12-0000tw-00-00220,WORK_OF_ART,'Breaking Dawn 2'
13777,clueweb12-0000tw-00-00220,MONEY,$700 million
13778,clueweb12-0000tw-00-00220,CARDINAL,150
13779,clueweb12-0000tw-00-00220,ORG,Lionsgate
13780,clueweb12-0000tw-00-00220,PERSON,Meyer
13781,clueweb12-0000tw-00-00220,NORP,Forks
13782,clueweb12-0000tw-00-00220,GPE,Washington
13783,clueweb12-0000tw-00-00220,PERSON,Edward
13784,clueweb12-0000tw-00-00220,PERSON,Jacob
13785,clueweb12-0000tw-00-00220,TIME,tonight
13786,clueweb12-0000tw-00-00220,WORK_OF_ART,Twilight Saga
13787,clueweb12-0000tw-00-00220,ORG,Lionsgate
13788,clueweb12-0000tw-00-00220,ORG,The Playlist
13789,clueweb12-0000tw-00-00220,DATE,every day
13790,clueweb12-0000tw-00-00220,DATE,Monthly
13791,clueweb12-0000tw-00-00220,DATE,February 2012
13792,clueweb12-0000tw-00-00220,DATE,January 2012
13793,clueweb12-0000tw-00-00220,DATE,600 December 2011
13794,clueweb12-0000tw-00-00220,DATE,November 2011
13795,clueweb12-0000tw-00-00220,DATE,October 2011 571
13796,clueweb12-0000tw-00-00220,DATE,September 2011
13797,clueweb12-0000tw-00-00220,PERSON,James Franco
13798,clueweb12-0000tw-00-00220,WORK_OF_ART,Johnny Depp To Produce Film Based
13799,clueweb12-0000tw-00-00220,CARDINAL,52
13800,clueweb12-0000tw-00-00220,PERSON,Mel Gibson's
13801,clueweb12-0000tw-00-00220,WORK_OF_ART,Latest Film Goes Straight
13802,clueweb12-0000tw-00-00220,CARDINAL,50
13803,clueweb12-0000tw-00-00220,PERSON,Jeremy Renner Becomes
13804,clueweb12-0000tw-00-00220,CARDINAL,36
13805,clueweb12-0000tw-00-00220,PRODUCT,SBIFF
13806,clueweb12-0000tw-00-00220,CARDINAL,12
13807,clueweb12-0000tw-00-00220,PERSON,Samsara
13808,clueweb12-0000tw-00-00220,PERSON,Mark Magidson
13809,clueweb12-0000tw-00-00220,CARDINAL,25
13810,clueweb12-0000tw-00-00220,CARDINAL,24
13811,clueweb12-0000tw-00-00220,PERSON,Michael Showalter
13812,clueweb12-0000tw-00-00220,NORP,Wet Hot American
13813,clueweb12-0000tw-00-00220,PERSON,Ben Gazzara
13814,clueweb12-0000tw-00-00220,DATE,1930-2012
13815,clueweb12-0000tw-00-00220,DATE,19
13816,clueweb12-0000tw-00-00220,PERSON,Natalie Portman
13817,clueweb12-0000tw-00-00220,PERSON,Terrence Malick's
13818,clueweb12-0000tw-00-00220,ORG,The Network Ryan Reynolds & Denzel
13819,clueweb12-0000tw-00-00220,PERSON,Bourne
13820,clueweb12-0000tw-00-00220,CARDINAL,4
13821,clueweb12-0000tw-00-00220,PERSON,Lilyhammer
13822,clueweb12-0000tw-00-00220,PERSON,Silvio Goes
13823,clueweb12-0000tw-00-00220,GPE,Norway
13824,clueweb12-0000tw-00-00220,PERSON,Viola Davis
13825,clueweb12-0000tw-00-00220,PERSON,Janet McTeer
13826,clueweb12-0000tw-00-00220,ORG,ALBERT NOBBS Press Play
13827,clueweb12-0000tw-00-00220,CARDINAL,9
13828,clueweb12-0000tw-00-00220,PERSON,Clooney
13829,clueweb12-0000tw-00-00220,PERSON,Payne Talk
13830,clueweb12-0000tw-00-00220,WORK_OF_ART,Oscar Nominee Lunch
13831,clueweb12-0000tw-00-00220,GPE,Hollywood
13832,clueweb12-0000tw-00-00220,CARDINAL,12
13833,clueweb12-0000tw-00-00220,PERSON,Eric Kohn Hope
13834,clueweb12-0000tw-00-00220,PERSON,James Leonard
13835,clueweb12-0000tw-00-00220,PERSON,Peter Bogdanovich
13836,clueweb12-0000tw-00-00220,PERSON,Sydney Levine
13837,clueweb12-0000tw-00-00220,ORG,The Playlist Thompson
13838,clueweb12-0000tw-00-00220,ORG,Hollywood Women
13839,clueweb12-0000tw-00-00220,ORG,SnagFilms Co.
13840,clueweb12-0000tw-00-00221,ORG,Equifax.com About Finance Blog Labels Home Credit Insurance Tax Retirement Real Estate Family Money
13841,clueweb12-0000tw-00-00221,PERSON,Miranda Marquit
13842,clueweb12-0000tw-00-00221,DATE,"February 10, 2012"
13843,clueweb12-0000tw-00-00221,WORK_OF_ART,Family Money No comments Financial
13844,clueweb12-0000tw-00-00221,DATE,each month
13845,clueweb12-0000tw-00-00221,ORDINAL,first
13846,clueweb12-0000tw-00-00221,MONEY,150
13847,clueweb12-0000tw-00-00221,DATE,the next 10 months
13848,clueweb12-0000tw-00-00221,PERSON,Miranda Marquit
13849,clueweb12-0000tw-00-00221,PERSON,Miranda
13850,clueweb12-0000tw-00-00221,ORG,PlantingMoneySeeds.com
13851,clueweb12-0000tw-00-00221,ORG,Equifax
13852,clueweb12-0000tw-00-00221,ORG,Equifax
13853,clueweb12-0000tw-00-00221,ORG,Equifax
13854,clueweb12-0000tw-00-00221,ORG,Equifax
13855,clueweb12-0000tw-00-00221,ORG,Equifax
13856,clueweb12-0000tw-00-00221,ORG,Credit Repair
